Matricula,Nome,CPF,Idade,Genero,EstadoCivil,PortadorNecessidadesEspeciais,PossuiCriancaMenorQue4anos,GrauEscolaridade,AreaFormacao,TreinamentoUltimoAno,Cargo,NivelCargo,AnosEmpresa,AnosCargoAtual,TipoProjeto,HorarioFlexivel,ViagemNegocios,OportunidadeUsarPlenamenteHabilidadesTrabalho,Departamento,AnosAtualGestor,Salario,PercepcaoValorBeneficios,AnosDesdeUltimaPromocao,RecebeuParticipacaoLucrosResultadosUltimos3anos,DistanciaCasa,TipoTransporte,ModalidadeTrabalho,SatisfacaoGestor,SatisfacaoRelacionamentoColegas,SatisfaçãoTrabalho,NívelEnvolvimentoTrabalho,AvaliacaoDesempenho,Absenteismo,HoraExtra,EquilíbrioEntreVidaProfissionalPessoal,Demitido
87,Carlos Miranda Andrade,634.497.596-20,40,Masculino,Solteiro,Não,Não,3,Bioinformática,2,Diretor(a) de Tecnologia,5,20,7,Outros,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),9,25513.8,3,4,Não,14,Outro,Presencial,3,1,3,2,3,0,Não,4,Sim
88,Cristiane Borges Barbosa,811.179.110-04,42,Feminino,Casado,Não,Não,3,Recursos Humanos,5,Gerente de Projetos,4,20,7,Inovação,Não,Raramente_Viaja,1,Recursos Humanos,9,16799,4,0,Não,10,Transporte público,Remoto,2,3,1,3,3,3,Não,3,Não
89,Bruna Viana Cunha,540.924.942-97,40,Feminino,Solteiro,Não,Não,3,Ciência da Computação,3,Diretor(a) de Operações,4,20,6,Outros,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),13,19855.5,1,5,Não,6,Transporte público,Presencial,2,3,3,3,3,3,Não,3,Não
90,Terezinha Bastos Silva,521.001.862-80,43,Feminino,Solteiro,Não,Não,3,Bioinformática,3,Engenheiro(a) de Machine Learning,2,20,7,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,5305.3,1,1,Não,6,Carro Próprio,Presencial,4,1,3,2,3,0,Sim,1,Sim
91,Carlos Nascimento Siqueira,862.042.594-31,50,Masculino,Casado,Não,Não,1,Bioinformática,3,Analista de QA,1,20,8,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),8,3865.2,1,3,Não,28,Carro Próprio,Remoto,4,3,3,4,3,0,Sim,3,Não
92,Maria Ramos Pires,201.193.032-48,39,Feminino,Solteiro,Não,Sim,4,Curso Técnico,4,Arquiteto(a) de Soluções,2,20,7,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),10,5759.54,2,11,Não,2,Transporte público,Remoto,2,1,3,2,3,0,Não,3,Sim
93,Maria Lopes Borges,627.760.475-92,38,Feminino,Divorciado,Não,Não,3,Bioinformática,3,Engenheiro(a) de Machine Learning,2,20,11,Inovação,Sim,Frequentemente_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,2772.9,2,0,Não,8,Outro,Remoto,1,3,2,2,3,0,Sim,3,Sim
94,Carlos Campos Freitas,365.063.937-85,56,Masculino,Casado,Não,Não,3,Ciência da Computação,0,Diretor(a) de Operações,4,19,16,Outros,Não,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),9,20103,1,15,Não,23,Transporte público,Presencial,1,1,2,3,3,0,Sim,3,Não
95,Claudia Gomes Monteiro,297.079.029-73,39,Feminino,Solteiro,Não,Não,4,Curso Técnico,1,Arquiteto(a) de Soluções,3,19,6,Sustentação,Sim,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,10938,3,11,Não,2,Transporte público,Presencial,2,4,3,3,4,0,Não,3,Não
96,André Castro Rodrigues,714.548.400-56,40,Masculino,Divorciado,Não,Não,4,Ciência da Computação,3,Gerente de Projetos,4,19,7,Sustentação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),16,16823,3,11,Não,1,Carro Próprio,Remoto,1,1,1,3,3,0,Não,3,Não
97,Daniel Duarte Barbosa,838.118.427-49,47,Masculino,Divorciado,Não,Não,4,Bioinformática,3,Diretor(a) de Operações,2,19,10,Outros,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,9120.6,4,2,Não,16,Carro Próprio,Presencial,4,3,3,4,3,1,Sim,4,Sim
98,Luzia Ramos Teixeira,936.655.227-73,38,Feminino,Casado,Não,Não,1,Ciência da Computação,4,Arquiteto(a) de Soluções,3,19,9,Inovação,Não,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),9,8823,4,1,Não,17,Transporte público,Remoto,3,1,3,2,3,0,Não,2,Sim
99,Daniela Nunes Ferreira,709.530.509-98,39,Feminino,Divorciado,Não,Não,4,Bioinformática,4,Gerente de Projetos,4,19,9,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),2,17123,3,15,Não,13,Carro Próprio,Presencial,2,4,2,2,3,0,Sim,3,Sim
100,Simone Freitas Azevedo,153.224.082-15,55,Feminino,Casado,Não,Não,2,Bioinformática,5,Gerente de Projetos,5,19,9,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),11,19187,1,9,Não,2,Carro Próprio,Remoto,3,4,3,1,3,0,Não,3,Sim
101,Antônio Rocha Lima,693.877.570-21,41,Masculino,Solteiro,Não,Não,2,Bioinformática,4,Executivo(a) de Contas,2,19,2,Outros,Sim,Nao_Viaja,2,Vendas,9,6151,3,11,Não,10,Transporte público,Presencial,3,1,2,1,3,0,Não,3,Sim
102,Bruna Siqueira Cavalcanti,165.733.511-93,45,Feminino,Solteiro,Não,Não,3,Bioinformática,2,Executivo(a) de Contas,3,19,7,Outros,Não,Nao_Viaja,3,Vendas,8,8865,4,12,Não,6,Outro,Remoto,3,4,4,2,3,0,Não,3,Não
103,Raquel Melo Freitas,004.183.198-55,46,Feminino,Divorciado,Não,Não,3,Curso Técnico,5,Executivo(a) de Contas,4,19,17,Inovação,Sim,Raramente_Viaja,2,Vendas,8,13225,3,2,Não,3,Transporte público,Remoto,1,4,1,4,3,0,Não,3,Não
104,Heitor Oliveira Ribeiro,804.230.724-12,55,Masculino,Solteiro,Não,Não,4,Marketing,2,Executivo(a) de Contas,4,19,7,Inovação,Não,Raramente_Viaja,2,Vendas,8,13695,2,3,Não,13,Carro Próprio,Remoto,3,3,3,4,3,0,Sim,2,Não
105,Murilo Siqueira Bastos,360.122.693-66,39,Masculino,Divorciado,Não,Não,3,Ciência da Computação,4,Arquiteto(a) de Soluções,4,18,7,Sustentação,Sim,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),5,12169,2,11,Não,2,Outro,Remoto,3,4,4,3,3,0,Não,3,Não
106,Antônia Freitas Azevedo,424.958.145-49,38,Feminino,Casado,Não,Não,3,Bioinformática,3,Diretor(a) de Tecnologia,3,18,16,Outros,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),11,17167.8,3,1,Não,10,Outro,Remoto,3,1,3,1,3,0,Não,3,Não
107,Bruno Peixoto Cunha,337.604.392-25,41,Masculino,Divorciado,Não,Não,3,Bioinformática,2,Diretor(a) de Tecnologia,5,18,16,Sustentação,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),11,25244.7,4,0,Não,9,Transporte público,Presencial,3,2,3,3,3,0,Não,4,Sim
108,Marcelo Ramos Miranda,907.614.934-84,41,Masculino,Solteiro,Sim,Não,3,Bioinformática,3,Analista de QA,1,18,13,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),17,5665.2,3,2,Não,6,Transporte público,Remoto,2,3,1,3,3,4,Sim,3,Não
109,Silvia Moraes Castro,866.410.820-08,50,Feminino,Casado,Não,Não,3,Ciência da Computação,3,Executivo(a) de Contas,2,18,7,Outros,Sim,Nao_Viaja,3,Vendas,13,6347,2,0,Não,1,Outro,Presencial,3,1,3,3,3,2,Não,3,Não
110,Luzia Araújo Lopes,552.532.958-10,40,Feminino,Casado,Não,Não,3,Ciência da Computação,2,Diretor(a) de Operações,3,18,15,Sustentação,Não,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),12,15652.5,3,14,Não,15,Transporte público,Presencial,3,4,3,2,3,0,Não,3,Sim
111,Guilherme Cardoso Melo,697.179.390-04,36,Masculino,Casado,Não,Não,2,Ciência da Computação,1,Executivo(a) de Contas,2,18,14,Sustentação,Sim,Raramente_Viaja,4,Vendas,11,6201,4,4,Não,1,Transporte público,Presencial,4,4,4,3,3,0,Sim,2,Sim
112,Beatriz Freitas Duarte,383.076.999-75,37,Feminino,Divorciado,Não,Não,3,Ciência da Computação,2,Analista de QA,1,18,7,Sustentação,Não,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),17,3640.8,3,12,Não,14,Transporte público,Presencial,1,3,1,3,3,4,Não,2,Não
113,Bruno Costa Freitas,708.972.434-47,39,Masculino,Divorciado,Não,Não,3,Bioinformática,5,Arquiteto(a) de Soluções,3,18,10,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,9613,2,3,Não,1,Outro,Remoto,3,1,4,4,3,3,Não,2,Não
114,Tatiane Teixeira Miranda,327.532.898-08,40,Feminino,Solteiro,Não,Não,4,Bioinformática,3,Diretor(a) de Tecnologia,3,18,7,Outros,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),13,17548.7,1,2,Não,9,Transporte público,Presencial,3,3,3,3,3,3,Não,2,Sim
115,Cristiane Lima Lopes,355.832.875-27,41,Feminino,Casado,Não,Não,5,Ciência da Computação,2,Gerente de Projetos,4,18,16,Inovação,Sim,Raramente_Viaja,1,Vendas,8,16595,1,11,Não,2,Carro Próprio,Remoto,1,2,1,3,3,0,Não,3,Não
116,Cristiane Siqueira Rodrigues,888.560.503-66,60,Feminino,Casado,Não,Não,3,Marketing,5,Executivo(a) de Contas,3,18,13,Outros,Não,Frequentemente_Viaja,2,Vendas,11,10266,2,13,Não,28,Carro Próprio,Presencial,1,4,1,2,3,0,Não,4,Não
117,Mateus Gomes Costa,615.943.356-30,40,Masculino,Casado,Não,Não,4,Ciência da Computação,2,Executivo(a) de Contas,3,18,13,Outros,Sim,Frequentemente_Viaja,1,Vendas,12,10475,1,1,Não,5,Outro,Presencial,2,3,1,2,4,0,Sim,3,Não
118,Leonardo Freitas Viana,058.469.120-36,35,Masculino,Solteiro,Não,Não,4,Ciência da Computação,3,Engenheiro(a) de Machine Learning,2,17,11,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,8639.8,2,11,Não,6,Outro,Remoto,3,2,4,1,3,0,Não,3,Sim
119,Renata Barbosa Borges,806.603.342-75,35,Feminino,Casado,Não,Não,3,Ciência da Computação,2,Diretor(a) de Operações,3,17,14,Outros,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),15,16027.5,4,5,Não,9,Outro,Presencial,3,2,3,2,4,0,Sim,3,Não
120,Eduardo Santos Cavalcanti,638.493.045-58,53,Masculino,Divorciado,Não,Não,2,Bioinformática,3,Gerente de Projetos,4,17,13,Inovação,Sim,Raramente_Viaja,3,Vendas,2,14852,1,15,Não,2,Carro Próprio,Remoto,2,3,3,3,3,0,Não,4,Não
121,Pedro Miranda Vieira,887.326.178-79,47,Masculino,Solteiro,Não,Não,3,Bioinformática,3,Arquiteto(a) de Soluções,3,17,14,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),11,8633,4,12,Não,25,Carro Próprio,Remoto,2,2,3,3,4,0,Não,3,Não
122,Hugo Almeida Cavalcanti,529.457.217-67,45,Masculino,Divorciado,Não,Não,3,Ciência da Computação,2,Analista de QA,2,17,9,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),15,2817.6,4,0,Não,9,Transporte público,Remoto,2,3,2,3,3,4,Não,1,Não
123,Camila Guimarães Melo,106.487.529-76,43,Feminino,Casado,Não,Não,3,Marketing,3,Gerente de Projetos,4,17,13,Sustentação,Sim,Raramente_Viaja,3,Vendas,9,16064,1,1,Não,16,Transporte público,Remoto,3,3,4,3,4,0,Sim,3,Não
124,Renata Cunha Rocha,743.937.830-00,36,Feminino,Divorciado,Não,Não,3,Curso Técnico,2,Arquiteto(a) de Soluções,3,17,14,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,10096,1,12,Não,8,Outro,Presencial,3,2,3,3,3,0,Não,3,Sim
125,Monica Nascimento Ramos,676.233.376-10,37,Feminino,Solteiro,Não,Não,3,Ciência da Computação,3,Engenheiro(a) de Machine Learning,1,17,12,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,2749.5,4,5,Não,1,Transporte público,Remoto,3,2,4,3,3,4,Não,3,Não
126,Claudia Castro Gomes,858.831.472-08,36,Feminino,Solteiro,Não,Não,4,Ciência da Computação,1,Analista de QA,1,17,13,Sustentação,Não,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),14,3291.6,2,15,Não,16,Carro Próprio,Remoto,1,3,1,4,3,0,Não,3,Sim
127,Henrique Lopes Ribeiro,311.414.650-35,36,Masculino,Casado,Não,Sim,1,Ciência da Computação,2,Arquiteto(a) de Soluções,2,16,8,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),11,8331.29,3,4,Não,14,Transporte público,Remoto,3,1,4,3,3,0,Sim,2,Sim
128,Mateus Viana Vieira,010.792.782-90,38,Masculino,Divorciado,Não,Não,3,Ciência da Computação,6,Executivo(a) de Contas,3,16,10,Outros,Não,Raramente_Viaja,3,Vendas,13,10609,4,5,Não,3,Outro,Presencial,3,3,3,3,3,0,Não,2,Não
129,Pedro Henrique Nunes Santos,366.149.437-66,36,Masculino,Casado,Não,Não,1,Ciência da Computação,6,Executivo(a) de Contas,3,16,7,Outros,Sim,Raramente_Viaja,3,Vendas,7,10325,3,3,Não,3,Outro,Presencial,3,1,4,2,3,3,Sim,3,Sim
130,Monica Pereira Andrade,009.707.226-56,46,Feminino,Divorciado,Não,Não,4,Ciência da Computação,2,Engenheiro(a) de Machine Learning,2,16,13,Sustentação,Não,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,5999.5,1,1,Não,8,Outro,Remoto,1,1,1,2,4,0,Sim,3,Sim
131,Paula Moreira Rodrigues,831.049.471-80,35,Feminino,Divorciado,Não,Não,4,Bioinformática,3,Arquiteto(a) de Soluções,3,16,10,Sustentação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),1,10388,1,10,Não,25,Transporte público,Remoto,4,3,3,3,3,1,Sim,2,Sim
132,Helena Ferreira Vieira,909.679.901-14,37,Feminino,Casado,Não,Não,3,Ciência da Computação,2,Diretor(a) de Tecnologia,3,16,11,Outros,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,17867.2,4,6,Não,10,Transporte público,Presencial,3,1,4,4,4,4,Sim,3,Não
133,Gabriel Miranda Vieira,630.578.739-52,35,Masculino,Casado,Não,Não,5,Ciência da Computação,2,Engenheiro(a) de Machine Learning,2,16,15,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),10,6770.4,3,1,Não,18,Outro,Remoto,1,4,1,4,3,3,Não,3,Não
134,Aline Rodrigues Lima,089.780.415-58,34,Feminino,Solteiro,Não,Não,4,Outros ,3,Engenheiro(a) de Machine Learning,2,16,13,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),10,6251.7,2,2,Não,6,Outro,Presencial,2,3,3,3,3,0,Não,3,Sim
135,Gabriel Ribeiro Nunes,594.885.783-27,35,Masculino,Solteiro,Não,Não,4,Curso Técnico,5,Diretor(a) de Operações,3,16,6,Outros,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),13,12142.5,2,0,Não,5,Outro,Presencial,3,4,2,3,3,0,Não,3,Sim
136,Vinicius Freitas Almeida,093.417.195-50,58,Masculino,Divorciado,Não,Não,3,Bioinformática,0,Gerente de Projetos,4,16,9,Inovação,Não,Nao_Viaja,2,Vendas,14,16291,3,14,Não,2,Transporte público,Remoto,1,4,2,3,4,0,Não,2,Não
137,Maria Nascimento Fernandes,387.294.941-17,43,Feminino,Casado,Não,Não,3,Bioinformática,2,Gerente de Projetos,5,16,12,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),14,19392,2,6,Não,6,Transporte público,Remoto,4,4,3,2,3,0,Não,3,Sim
138,Bruna Lima Monteiro,260.933.150-96,36,Feminino,Solteiro,Não,Não,4,Ciência da Computação,2,Diretor(a) de Operações,2,16,14,Outros,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),12,9738,3,5,Não,2,Carro Próprio,Presencial,2,4,2,3,3,2,Sim,3,Não
139,Francisco Silva Guimarães,123.892.766-10,33,Masculino,Casado,Não,Não,4,Ciência da Computação,3,Analista de QA,2,15,14,Inovação,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,6248.4,2,5,Não,28,Outro,Remoto,3,2,3,3,3,3,Sim,3,Não
140,Guilherme Rodrigues Soares,905.090.968-08,34,Masculino,Divorciado,Não,Não,3,Ciência da Computação,3,Executivo(a) de Contas,2,15,14,Outros,Não,Nao_Viaja,2,Vendas,7,4001,1,0,Não,10,Outro,Presencial,4,3,3,3,3,0,Sim,3,Não
141,Rita Siqueira Barbosa,529.734.424-78,39,Feminino,Casado,Não,Não,4,Ciência da Computação,1,Executivo(a) de Contas,2,15,11,Outros,Sim,Raramente_Viaja,4,Vendas,9,5902,3,5,Não,4,Carro Próprio,Presencial,3,3,3,2,3,0,Não,4,Sim
142,Luiz Andrade Barbosa,023.046.030-50,38,Masculino,Casado,Não,Não,4,Ciência da Computação,3,Executivo(a) de Contas,2,15,13,Inovação,Não,Raramente_Viaja,1,Vendas,8,4440,2,5,Não,1,Transporte público,Remoto,1,1,2,3,3,2,Não,3,Não
143,Henrique Rocha Pereira,155.976.527-53,34,Masculino,Casado,Não,Não,4,Outros ,3,Engenheiro(a) de Machine Learning,2,15,10,Sustentação,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),11,7471.1,3,6,Não,22,Outro,Presencial,3,2,4,2,3,0,Sim,3,Sim
144,Ricardo Vieira Campos,424.424.035-79,36,Masculino,Casado,Não,Não,3,Ciência da Computação,4,Analista de QA,1,15,13,Sustentação,Não,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),11,3852,1,10,Não,6,Outro,Remoto,4,3,4,3,3,0,Não,3,Sim
145,Sandra Martins Almeida,018.713.167-82,45,Feminino,Casado,Não,Não,4,Ciência da Computação,2,Executivo(a) de Contas,2,15,10,Outros,Sim,Nao_Viaja,4,Vendas,12,5593,3,4,Não,9,Carro Próprio,Presencial,4,4,3,2,3,0,Não,3,Sim
146,Marta Guimarães Cardoso,855.843.467-05,34,Feminino,Solteiro,Não,Não,4,Bioinformática,2,Executivo(a) de Contas,2,15,9,Inovação,Não,Raramente_Viaja,2,Vendas,10,4599,4,10,Não,24,Outro,Remoto,1,3,2,2,4,0,Sim,4,Não
147,Marta Almeida Miranda,062.119.129-94,38,Feminino,Solteiro,Não,Não,4,Ciência da Computação,2,Diretor(a) de Operações,2,15,7,Inovação,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),12,10764,2,4,Não,2,Carro Próprio,Remoto,2,4,1,4,3,0,Sim,3,Não
148,Sueli Miranda Pires,734.974.816-70,53,Feminino,Casado,Não,Não,3,Marketing,2,Executivo(a) de Contas,3,15,7,Sustentação,Sim,Frequentemente_Viaja,3,Vendas,12,7525,2,6,Não,2,Outro,Presencial,2,1,2,2,3,0,Não,3,Sim
149,Francisco Correia Siqueira,494.955.079-95,34,Masculino,Divorciado,Não,Não,4,Marketing,2,Executivo(a) de Contas,2,15,1,Sustentação,Sim,Raramente_Viaja,3,Vendas,9,9725,3,0,Não,1,Outro,Presencial,4,4,4,4,3,0,Não,2,Sim
150,Claudia Moraes Almeida,453.937.685-32,33,Feminino,Solteiro,Não,Não,2,Ciência da Computação,1,Diretor(a) de Tecnologia,3,15,14,Outros,Sim,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),12,17495.4,3,8,Não,1,Carro Próprio,Presencial,3,3,4,3,3,0,Sim,3,Não
151,Ana Ribeiro Santos,462.214.669-03,49,Feminino,Casado,Não,Não,1,Ciência da Computação,3,Arquiteto(a) de Soluções,4,15,11,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),12,13966,3,2,Não,6,Carro Próprio,Remoto,3,2,3,2,3,0,Sim,3,Não
152,Elaine Oliveira Lima,652.076.155-99,36,Feminino,Casado,Não,Não,3,Marketing,2,Executivo(a) de Contas,2,15,7,Outros,Sim,Frequentemente_Viaja,2,Vendas,13,4639,4,6,Não,7,Outro,Remoto,1,4,1,4,3,4,Não,2,Não
153,Monica Teixeira Cardoso,465.414.012-33,38,Feminino,Casado,Não,Não,3,Curso Técnico,3,Diretor(a) de Tecnologia,3,15,12,Outros,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),11,17656.6,3,5,Não,1,Carro Próprio,Presencial,1,2,1,3,3,0,Não,3,Não
154,Heitor Castro Correia,770.373.166-87,36,Masculino,Divorciado,Não,Não,4,Marketing,4,Executivo(a) de Contas,2,15,12,Outros,Sim,Nao_Viaja,4,Vendas,11,5406,1,11,Não,15,Carro Próprio,Presencial,4,1,4,1,4,0,Não,2,Sim
155,João Cavalcanti Lopes,706.562.996-14,48,Masculino,Solteiro,Não,Não,4,Ciência da Computação,3,Arquiteto(a) de Soluções,3,15,11,Sustentação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),8,10999,4,4,Não,4,Transporte público,Remoto,4,2,3,2,3,0,Não,3,Sim
156,Manoel Nunes Borges,912.873.729-61,35,Masculino,Solteiro,Não,Não,4,Marketing,2,Executivo(a) de Contas,2,15,13,Outros,Sim,Raramente_Viaja,1,Vendas,8,4312,4,2,Não,1,Carro Próprio,Presencial,1,2,1,2,3,0,Não,3,Sim
157,Claudia Lopes Santos,730.889.272-72,49,Feminino,Casado,Não,Não,4,Bioinformática,2,Diretor(a) de Operações,2,15,11,Outros,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),11,11820.6,4,5,Não,20,Outro,Presencial,1,3,1,3,3,0,Não,2,Não
158,Bruno Pereira Monteiro,248.934.370-03,34,Masculino,Casado,Não,Não,2,Bioinformática,3,Analista de QA,2,15,10,Sustentação,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),13,4783.2,3,4,Não,5,Transporte público,Remoto,4,3,4,2,3,2,Não,4,Sim
159,Aline Martins Guimarães,002.169.831-77,34,Feminino,Solteiro,Não,Não,4,Curso Técnico,2,Arquiteto(a) de Soluções,2,14,11,Sustentação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),11,8459.06,2,4,Não,2,Outro,Remoto,4,4,4,3,3,0,Não,4,Não
160,Juliana Carvalho Silva,950.936.590-45,37,Feminino,Casado,Não,Não,3,Ciência da Computação,2,Diretor(a) de Operações,2,14,8,Outros,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),11,11653.2,3,3,Não,1,Transporte público,Presencial,4,2,4,2,3,0,Não,2,Sim
161,Sergio Pires Lopes,862.551.012-40,37,Masculino,Casado,Não,Não,4,Ciência da Computação,2,Executivo(a) de Contas,3,14,1,Outros,Não,Raramente_Viaja,3,Vendas,7,10609,2,11,Não,1,Carro Próprio,Presencial,3,3,3,2,3,0,Não,1,Sim
162,Adriana Lopes Araújo,229.276.340-09,35,Feminino,Casado,Não,Não,4,Ciência da Computação,5,Arquiteto(a) de Soluções,2,14,11,Inovação,Não,Nao_Viaja,2,Pesquisa e Desenvolvimento (P&D),9,5247.22,3,2,Não,8,Carro Próprio,Remoto,3,4,3,3,3,3,Não,3,Não
163,Aline Araújo Borges,158.352.538-69,36,Feminino,Solteiro,Não,Não,5,Bioinformática,2,Diretor(a) de Operações,3,14,8,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,13287,4,7,Não,12,Carro Próprio,Presencial,3,2,4,2,3,3,Não,2,Sim
164,Rafael Costa Azevedo,476.315.180-09,34,Masculino,Divorciado,Não,Não,3,Bioinformática,3,Diretor(a) de Tecnologia,4,14,8,Outros,Sim,Frequentemente_Viaja,1,Pesquisa e Desenvolvimento (P&D),9,22109.1,3,6,Não,15,Carro Próprio,Presencial,1,4,1,3,3,0,Não,2,Não
165,Raquel Moreira Gomes,755.513.513-27,53,Feminino,Divorciado,Não,Não,3,Outros ,3,Gerente de Projetos,5,14,13,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),8,19094,2,4,Não,5,Outro,Remoto,3,4,3,3,3,0,Não,2,Não
166,Francisco Campos Andrade,003.754.058-01,41,Masculino,Solteiro,Não,Não,2,Ciência da Computação,3,Executivo(a) de Contas,2,14,3,Outros,Não,Nao_Viaja,3,Vendas,10,6230,1,1,Não,10,Transporte público,Presencial,3,4,4,3,3,0,Não,3,Não
167,Leonardo Nascimento Pires,216.903.426-92,34,Masculino,Solteiro,Não,Não,3,Marketing,3,Executivo(a) de Contas,3,14,8,Outros,Sim,Raramente_Viaja,4,Vendas,1,9888,4,2,Não,1,Transporte público,Remoto,3,1,4,3,4,1,Não,2,Não
168,Sueli Dias Pires,318.114.260-34,53,Feminino,Solteiro,Não,Não,1,Bioinformática,2,Executivo(a) de Contas,2,14,7,Outros,Sim,Raramente_Viaja,2,Vendas,10,8381,3,8,Não,1,Outro,Remoto,1,4,1,3,4,0,Não,4,Não
169,Jessica Moreira Souza,522.038.461-94,54,Feminino,Divorciado,Não,Não,4,Bioinformática,2,Gerente de Projetos,4,14,9,Sustentação,Não,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),12,16032,2,1,Não,11,Outro,Remoto,3,1,4,3,4,0,Não,3,Não
170,José Santos Cunha,232.189.093-25,43,Masculino,Casado,Não,Não,2,Ciência da Computação,3,Diretor(a) de Tecnologia,4,14,10,Sustentação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),11,22883.9,2,6,Não,15,Transporte público,Presencial,3,1,3,2,4,0,Não,3,Sim
171,Francisca Peixoto Viana,282.927.710-42,32,Feminino,Casado,Não,Não,3,Ciência da Computação,3,Diretor(a) de Operações,2,14,13,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),8,11091.6,3,6,Não,4,Transporte público,Presencial,3,3,3,2,3,0,Não,3,Sim
172,Leonardo Araújo Pires,794.187.600-02,32,Masculino,Casado,Não,Não,4,Bioinformática,2,Executivo(a) de Contas,3,14,8,Sustentação,Não,Raramente_Viaja,3,Vendas,8,10400,3,9,Não,4,Transporte público,Presencial,4,3,4,1,3,0,Não,2,Sim
173,Isabela Campos Lima,764.749.771-59,50,Feminino,Divorciado,Não,Não,5,Ciência da Computação,3,Diretor(a) de Tecnologia,3,14,11,Outros,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),11,17249.7,3,1,Não,17,Outro,Presencial,2,3,1,2,3,0,Não,3,Sim
174,Henrique Peixoto Nunes,391.402.747-99,33,Masculino,Casado,Não,Não,3,Bioinformática,6,Analista de QA,1,14,11,Sustentação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),13,2433.6,4,2,Não,21,Carro Próprio,Remoto,2,4,2,4,3,1,Não,3,Sim
